user_id,age,occupation,monthly_income,is_variable_income,date,amount,type,category,merchant,payment_mode,recurring,day_type,persona_label,year_month,running_balance,month,day,day_of_week,is_weekend
user_001_v3,26,Software Engineer,85000,False,2026-02-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekend,salaried_impulsive,2026-02,100061,2,1,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-01,-4828,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekend,salaried_impulsive,2026-02,95233,2,1,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-01,-1756,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,93477,2,1,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-05,-16255,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_impulsive,2026-02,77222,2,5,Thursday,False
user_001_v3,26,Software Engineer,85000,False,2026-02-07,-381,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,76841,2,7,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-07,-2585,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-02,74256,2,7,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-07,-1216,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,73040,2,7,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-08,-7917,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,65123,2,8,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-08,-2931,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-02,62192,2,8,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-08,-1369,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,60823,2,8,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-10,-540,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_impulsive,2026-02,60283,2,10,Tuesday,False
user_001_v3,26,Software Engineer,85000,False,2026-02-10,-435,Expense,Subscriptions,Spotify,Credit Card,True,Weekday,salaried_impulsive,2026-02,59848,2,10,Tuesday,False
user_001_v3,26,Software Engineer,85000,False,2026-02-13,-1158,Expense,Food,Food Vendor,Upi,False,Weekday,salaried_impulsive,2026-02,58690,2,13,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-02-14,-232,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,58458,2,14,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-14,-356,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,58102,2,14,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-16,-3149,Expense,Investment,Mutual Fund,Upi,True,Weekday,salaried_impulsive,2026-02,54953,2,16,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-02-21,-10453,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,44500,2,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-21,-577,Expense,Transport,Transport Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,43923,2,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-21,-536,Expense,Other,Other Vendor,Cash,False,Weekend,salaried_impulsive,2026-02,43387,2,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-21,-2483,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,40904,2,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-21,-1035,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-02,39869,2,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-22,-1883,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,37986,2,22,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-25,-1139,Expense,Utilities,Electricity Board,Upi,True,Weekday,salaried_impulsive,2026-02,36847,2,25,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-02-25,-1092,Expense,Health,Health Vendor,Upi,False,Weekday,salaried_impulsive,2026-02,35755,2,25,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-02-28,-970,Expense,Other,Other Vendor,Cash,False,Weekend,salaried_impulsive,2026-02,34785,2,28,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-28,-570,Expense,Other,Other Vendor,Upi,False,Weekend,salaried_impulsive,2026-02,34215,2,28,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-28,-11100,Expense,Travel,Travel Vendor,Bank Transfer,False,Weekend,salaried_impulsive,2026-02,23115,2,28,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-02-28,-364,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-02,22751,2,28,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekend,salaried_impulsive,2026-03,107751,3,1,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-01,-2217,Expense,Entertainment,Entertainment Vendor,Upi,False,Weekend,salaried_impulsive,2026-03,105534,3,1,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-01,-651,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,104883,3,1,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-05,-9567,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_impulsive,2026-03,95316,3,5,Thursday,False
user_001_v3,26,Software Engineer,85000,False,2026-03-07,-15471,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,79845,3,7,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-07,-936,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,78909,3,7,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-08,-713,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-03,78196,3,8,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-09,-357,Expense,Food,Food Vendor,Credit Card,False,Weekday,salaried_impulsive,2026-03,77839,3,9,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-03-10,-529,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_impulsive,2026-03,77310,3,10,Tuesday,False
user_001_v3,26,Software Engineer,85000,False,2026-03-10,-264,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_impulsive,2026-03,77046,3,10,Tuesday,False
user_001_v3,26,Software Engineer,85000,False,2026-03-14,-4537,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,72509,3,14,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-14,-882,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-03,71627,3,14,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-14,-616,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-03,71011,3,14,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-14,-1203,Expense,Health,Health Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,69808,3,14,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-15,-947,Expense,Health,Health Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,68861,3,15,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-15,-2424,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-03,66437,3,15,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-15,-277,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-03,66160,3,15,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-15,-1280,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,64880,3,15,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-15,-14604,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,50276,3,15,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-16,-8937,Expense,Investment,Mutual Fund,Upi,True,Weekday,salaried_impulsive,2026-03,41339,3,16,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-03-20,-647,Expense,Other,Other Vendor,Cash,False,Weekday,salaried_impulsive,2026-03,40692,3,20,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-03-21,-2351,Expense,Entertainment,Entertainment Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,38341,3,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-21,-210,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-03,38131,3,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-21,-4978,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,33153,3,21,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-22,-481,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-03,32672,3,22,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-22,-1934,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,30738,3,22,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-22,-1675,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekend,salaried_impulsive,2026-03,29063,3,22,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-25,-2021,Expense,Utilities,Electricity Board,Upi,True,Weekday,salaried_impulsive,2026-03,27042,3,25,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-03-28,-353,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-03,26689,3,28,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-03-28,-1504,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-03,25185,3,28,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_impulsive,2026-04,110185,4,1,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-04-03,-651,Expense,Health,Health Vendor,Credit Card,False,Weekday,salaried_impulsive,2026-04,109534,4,3,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-04-04,-2740,Expense,Health,Health Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,106794,4,4,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-04,-714,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-04,106080,4,4,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-05,-23272,Expense,Rent,Landlord,Bank Transfer,True,Weekend,salaried_impulsive,2026-04,82808,4,5,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-05,-5601,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,77207,4,5,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-05,-1757,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,75450,4,5,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-10,-499,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_impulsive,2026-04,74951,4,10,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-04-10,-174,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_impulsive,2026-04,74777,4,10,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-04-11,-1167,Expense,Transport,Transport Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,73610,4,11,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-12,-2168,Expense,Other,Other Vendor,Cash,False,Weekend,salaried_impulsive,2026-04,71442,4,12,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-12,-1112,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,70330,4,12,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-16,-6690,Expense,Investment,Mutual Fund,Upi,True,Weekday,salaried_impulsive,2026-04,63640,4,16,Thursday,False
user_001_v3,26,Software Engineer,85000,False,2026-04-18,-618,Expense,Other,Other Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,63022,4,18,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-18,-5065,Expense,Other,Other Vendor,Cash,False,Weekend,salaried_impulsive,2026-04,57957,4,18,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-19,-245,Expense,Subscriptions,Subscriptions Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,57712,4,19,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-19,-1591,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-04,56121,4,19,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-19,-7670,Expense,Health,Health Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,48451,4,19,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-19,-1389,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,47062,4,19,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-25,-1636,Expense,Utilities,Electricity Board,Upi,True,Weekend,salaried_impulsive,2026-04,45426,4,25,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-25,-2795,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,42631,4,25,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-25,-7945,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,34686,4,25,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-25,-481,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,34205,4,25,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-26,-841,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,33364,4,26,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-26,-910,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,32454,4,26,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-26,-3820,Expense,Other,Other Vendor,Upi,False,Weekend,salaried_impulsive,2026-04,28634,4,26,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-26,-3704,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-04,24930,4,26,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-04-27,-8364,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_impulsive,2026-04,16566,4,27,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-05-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_impulsive,2026-05,101566,5,1,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-05-02,-2087,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-05,99479,5,2,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-03,-4959,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-05,94520,5,3,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-03,-1001,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-05,93519,5,3,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-05,-11137,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_impulsive,2026-05,82382,5,5,Tuesday,False
user_001_v3,26,Software Engineer,85000,False,2026-05-09,-2822,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-05,79560,5,9,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-10,-507,Expense,Subscriptions,Netflix,Credit Card,True,Weekend,salaried_impulsive,2026-05,79053,5,10,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-10,-321,Expense,Subscriptions,Spotify,Credit Card,True,Weekend,salaried_impulsive,2026-05,78732,5,10,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-10,-12051,Expense,Shopping,Shopping Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-05,66681,5,10,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-16,-18420,Expense,Investment,Mutual Fund,Bank Transfer,True,Weekend,salaried_impulsive,2026-05,48261,5,16,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-16,-4921,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-05,43340,5,16,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-16,-1661,Expense,Travel,Travel Vendor,Bank Transfer,False,Weekend,salaried_impulsive,2026-05,41679,5,16,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-17,-542,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-05,41137,5,17,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-17,-1936,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-05,39201,5,17,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-17,-4014,Expense,Entertainment,Entertainment Vendor,Cash,False,Weekend,salaried_impulsive,2026-05,35187,5,17,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-23,-665,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-05,34522,5,23,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-23,-1507,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-05,33015,5,23,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-24,-10458,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekend,salaried_impulsive,2026-05,22557,5,24,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-05-24,-6859,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekend,salaried_impulsive,2026-05,15698,5,24,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_impulsive,2026-06,100698,6,1,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-05,-20442,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_impulsive,2026-06,80256,6,5,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-06,-1459,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-06,78797,6,6,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-06,-408,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-06,78389,6,6,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-06,-4638,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekend,salaried_impulsive,2026-06,73751,6,6,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-06,-653,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-06,73098,6,6,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-07,-3501,Expense,Health,Health Vendor,Upi,False,Weekend,salaried_impulsive,2026-06,69597,6,7,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-08,-10350,Expense,Shopping,Shopping Vendor,Debit Card,False,Weekday,salaried_impulsive,2026-06,59247,6,8,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-10,-241,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_impulsive,2026-06,59006,6,10,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-10,-897,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_impulsive,2026-06,58109,6,10,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-13,-1049,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-06,57060,6,13,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-13,-848,Expense,Entertainment,Entertainment Vendor,Cash,False,Weekend,salaried_impulsive,2026-06,56212,6,13,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-14,-1214,Expense,Health,Health Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-06,54998,6,14,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-16,-9732,Expense,Investment,Mutual Fund,Upi,True,Weekday,salaried_impulsive,2026-06,45266,6,16,Tuesday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-20,-4700,Expense,Other,Other Vendor,Cash,False,Weekend,salaried_impulsive,2026-06,40566,6,20,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-20,-4530,Expense,Travel,Travel Vendor,Bank Transfer,False,Weekend,salaried_impulsive,2026-06,36036,6,20,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-21,-5683,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-06,30353,6,21,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-25,-10534,Expense,Utilities,Electricity Board,Bank Transfer,True,Weekday,salaried_impulsive,2026-06,19819,6,25,Thursday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-26,-1704,Expense,Other,Other Vendor,Upi,False,Weekday,salaried_impulsive,2026-06,18115,6,26,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-26,-3643,Expense,Entertainment,Entertainment Vendor,Credit Card,False,Weekday,salaried_impulsive,2026-06,14472,6,26,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-06-27,-5011,Expense,Other,Other Vendor,Upi,False,Weekend,salaried_impulsive,2026-06,9461,6,27,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-28,-677,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-06,8784,6,28,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-06-28,-337,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-06,8447,6,28,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekday,salaried_impulsive,2026-07,93447,7,1,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-07-04,-943,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-07,92504,7,4,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-05,-9444,Expense,Rent,Landlord,Bank Transfer,True,Weekend,salaried_impulsive,2026-07,83060,7,5,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-05,-266,Expense,Subscriptions,Subscriptions Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-07,82794,7,5,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-10,-278,Expense,Subscriptions,Netflix,Credit Card,True,Weekday,salaried_impulsive,2026-07,82516,7,10,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-07-10,-593,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_impulsive,2026-07,81923,7,10,Friday,False
user_001_v3,26,Software Engineer,85000,False,2026-07-15,-389,Expense,Health,Health Vendor,Upi,False,Weekday,salaried_impulsive,2026-07,81534,7,15,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-07-16,-20848,Expense,Investment,Mutual Fund,Bank Transfer,True,Weekday,salaried_impulsive,2026-07,60686,7,16,Thursday,False
user_001_v3,26,Software Engineer,85000,False,2026-07-18,-295,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-07,60391,7,18,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-18,-537,Expense,Transport,Transport Vendor,Cash,False,Weekend,salaried_impulsive,2026-07,59854,7,18,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-19,-1024,Expense,Subscriptions,Subscriptions Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-07,58830,7,19,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-25,-4513,Expense,Utilities,Electricity Board,Bank Transfer,True,Weekend,salaried_impulsive,2026-07,54317,7,25,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-25,-619,Expense,Subscriptions,Subscriptions Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-07,53698,7,25,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-25,-721,Expense,Food,Food Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-07,52977,7,25,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-26,-1267,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-07,51710,7,26,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-26,-1541,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-07,50169,7,26,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-07-26,-41722,Expense,Travel,Travel Vendor,Credit Card,False,Weekend,salaried_impulsive,2026-07,8447,7,26,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-01,85000,Income,Salary,Tech Corp,Bank Transfer,True,Weekend,salaried_impulsive,2026-08,93447,8,1,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-04,-6853,Expense,Travel,Travel Vendor,Credit Card,False,Weekday,salaried_impulsive,2026-08,86594,8,4,Tuesday,False
user_001_v3,26,Software Engineer,85000,False,2026-08-05,-17368,Expense,Rent,Landlord,Bank Transfer,True,Weekday,salaried_impulsive,2026-08,69226,8,5,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-08-05,-339,Expense,Food,Food Vendor,Credit Card,False,Weekday,salaried_impulsive,2026-08,68887,8,5,Wednesday,False
user_001_v3,26,Software Engineer,85000,False,2026-08-08,-1335,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-08,67552,8,8,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-08,-2912,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-08,64640,8,8,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-09,-301,Expense,Other,Other Vendor,Cash,False,Weekend,salaried_impulsive,2026-08,64339,8,9,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-10,-182,Expense,Subscriptions,Netflix,Upi,True,Weekday,salaried_impulsive,2026-08,64157,8,10,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-08-10,-3116,Expense,Subscriptions,Spotify,Upi,True,Weekday,salaried_impulsive,2026-08,61041,8,10,Monday,False
user_001_v3,26,Software Engineer,85000,False,2026-08-15,-1132,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-08,59909,8,15,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-15,-599,Expense,Subscriptions,Subscriptions Vendor,Upi,False,Weekend,salaried_impulsive,2026-08,59310,8,15,Saturday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-16,-3796,Expense,Investment,Mutual Fund,Bank Transfer,True,Weekend,salaried_impulsive,2026-08,55514,8,16,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-23,-1276,Expense,Food,Food Vendor,Cash,False,Weekend,salaried_impulsive,2026-08,54238,8,23,Sunday,True
user_001_v3,26,Software Engineer,85000,False,2026-08-23,-774,Expense,Food,Food Vendor,Upi,False,Weekend,salaried_impulsive,2026-08,53464,8,23,Sunday,True
